id,t,post,true_te,eta,F1,F2,mu,g1,g2,W1,W2,prob_treat,treated,g,factor_prod,treat,rel_year,eps,y
1,1,FALSE,0,0.6374339504039801,1,0.6374339504039801,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,7.685876980959341,0,-12,0.6392620964790012,8.325139077438342
1,2,FALSE,0,-1.1451350772390583,2,-1.1451350772390583,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,3.13991903077995,0,-11,1.3874900626011264,4.527409093381077
1,3,FALSE,0,-0.6423666386364812,3,-0.6423666386364812,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,10.145133084373228,0,-10,1.9204750060314786,12.065608090404707
1,4,FALSE,0,-0.977322729059131,4,-0.977322729059131,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,12.916092779704544,0,-9,1.1808615195459593,14.096954299250502
1,5,FALSE,0,-1.0974859428668986,5,-1.0974859428668986,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,16.77271684610121,0,-8,1.7094208353003832,18.482137681401596
1,6,FALSE,0,-0.6277014334482959,6,-0.6277014334482959,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,23.611214585368156,0,-7,1.697306931143365,25.308521516511522
1,7,FALSE,0,-1.702813953771055,7,-1.702813953771055,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,22.641075052356623,0,-6,1.5820725116230432,24.223147563979666
1,8,FALSE,0,-1.04418650042831,8,-1.04418650042831,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,30.434073979822323,0,-5,1.5713092727851778,32.0053832526075
1,9,FALSE,0,-0.8142292778202419,9,-0.8142292778202419,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,36.06037164708079,0,-4,1.147413353529584,37.20778500061038
1,10,FALSE,0,1.0216185885389222,10,1.0216185885389222,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,49.80359704129427,0,-3,1.1369254235604582,50.94052246485472
1,11,FALSE,0,0.4983338638054698,11,0.4983338638054698,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,51.622655111464944,0,-2,0.7849016158798225,52.40755672734477
1,12,FALSE,0,1.8963760483834553,12,1.8963760483834553,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,63.15300437286319,0,-1,0.23036180488350616,63.383366177746694
1,13,TRUE,1,0.6937397328157094,13,0.6937397328157094,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,61.53829951188341,1,0,0.39283429485826904,62.93113380674168
1,14,TRUE,2,1.279928567903851,14,1.279928567903851,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,68.96515954234445,1,1,1.227316459488063,72.19247600183252
1,15,TRUE,3,0.0703851242270952,15,0.0703851242270952,3.1925340824139483,4.463985548768852,5.0544710242505655,2.863485257749406,4.101471361375308,1,TRUE,13,67.31554280247691,1,2,1.3549234914475956,71.6704662939245
2,1,FALSE,0,0.6374339504039801,1,0.6374339504039801,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,1.0477332378168265,0,-12,-1.2113886215649101,-0.16365538374808364
2,2,FALSE,0,-1.1451350772390583,2,-1.1451350772390583,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,2.798045681297308,0,-11,-0.6705170853046974,2.1275285959926107
2,3,FALSE,0,-0.6423666386364812,3,-0.6423666386364812,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,3.8848752298087907,0,-10,-1.275377594164497,2.609497635644294
2,4,FALSE,0,-0.977322729059131,4,-0.977322729059131,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,5.21491432785665,0,-9,-2.1396393515621135,3.075274976294536
2,5,FALSE,0,-1.0974859428668986,5,-1.0974859428668986,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,6.482594408166405,0,-8,-1.1820492897670534,5.300545118399352
2,6,FALSE,0,-0.6277014334482959,6,-0.6277014334482959,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,7.5789999047143,0,-7,0.8212064451600665,8.400206349874367
2,7,FALSE,0,-1.702813953771055,7,-1.702813953771055,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,9.12392242286676,0,-6,0.6886852736244129,9.812607696491174
2,8,FALSE,0,-1.04418650042831,8,-1.04418650042831,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,10.165502728395891,0,-5,2.1888215847314725,12.354324313127364
2,9,FALSE,0,-0.8142292778202419,9,-0.8142292778202419,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,11.331535273419485,0,-4,1.5377791898969253,12.86931446331641
2,10,FALSE,0,1.0216185885389222,10,1.0216185885389222,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,12.031343031488532,0,-3,0.8800140236650448,12.911357055153577
2,11,FALSE,0,0.4983338638054698,11,0.4983338638054698,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,13.416058005350639,0,-2,-0.7638384212174378,12.652219584133201
2,12,FALSE,0,1.8963760483834553,12,1.8963760483834553,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,14.242970221939437,0,-1,-1.2134841208065912,13.029486101132846
2,13,TRUE,1,0.6937397328157094,13,0.6937397328157094,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,15.82491565600531,1,0,-0.5882304458301669,16.236685210175143
2,14,TRUE,2,1.279928567903851,14,1.279928567903851,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,16.887526459155463,1,1,-0.5560929080377663,18.331433551117698
2,15,TRUE,3,0.0703851242270952,15,0.0703851242270952,0.34604176914955526,1.2327941003862166,-0.29032162854222926,-0.5176154650472384,-1.2030344105072548,1,TRUE,13,18.471477181902493,1,2,-0.7400718089797016,20.73140537292279
3,1,FALSE,0,0.6374339504039801,1,0.6374339504039801,0.17846582677470355,-1.3663394121742884,1.0819185871215018,-0.3417073440222058,1.2779134907473129,0,FALSE,Inf,-0.6766877731699369,0,-10,1.5285214304804629,0.851833657310526
3,2,FALSE,0,-1.1451350772390583,2,-1.1451350772390583,0.17846582677470355,-1.3663394121742884,1.0819185871215018,-0.3417073440222058,1.2779134907473129,0,FALSE,Inf,-3.9716217491783308,0,-10,1.5679521955588305,-2.4036695536195003
